Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
142,108,"""Lickitung""","""Licking Pokémon""",NULL,NULL,NULL,1.2,65.5,"""Normal""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Cloud Nine""","""Eliminates the effects of weather.""",NULL,NULL,50,50,50,"""Red""",90,55,75,60,75,30,385,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,"""Monster""",NULL,20,NULL,NULL
143,109,"""Koffing""","""Poison Gas Pokémon""",NULL,NULL,NULL,0.6,1.0,"""Poison""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Neutralizing Gas""","""If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.""","""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""",NULL,NULL,50,50,50,"""Red""",40,65,95,60,45,35,340,0,0,1,0,0,0,1,190,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,NULL,NULL
144,110,"""Weezing""","""Poison Gas Pokémon""",NULL,NULL,NULL,1.2,9.5,"""Poison""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Neutralizing Gas""","""If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.""","""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""",NULL,NULL,50,50,50,"""Red""",65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,143,"""Level 35"""
1375,110,"""Weezing""","""Poison Gas Pokémon""","""Galar""",144,NULL,3.0,16.0,"""Poison""","""Fairy""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""","""Neutralizing Gas""","""If the Pokémon with Neutralizing Gas is in the battle, the effects of all Pokémon's Abilities will be nullified or will not be triggered.""","""Misty Surge""","""Turns the ground into Misty Terrain when the Pokémon enters a battle.""",NULL,NULL,50,50,50,"""Sword""",65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,"""Medium Fast""",1000000,"""Amorphous""",NULL,20,143,"""Level 35 in Galar"""
145,111,"""Rhyhorn""","""Spikes Pokémon""",NULL,NULL,NULL,1.0,115.0,"""Ground""","""Rock""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Reckless""","""Powers up moves that have recoil damage.""",NULL,NULL,50,50,50,"""Red""",80,85,95,30,30,25,345,0,0,1,0,0,0,1,120,"""Slow""",1250000,"""Monster""","""Field""",20,NULL,NULL
146,112,"""Rhydon""","""Drill Pokémon""",NULL,NULL,NULL,1.9,120.0,"""Ground""","""Rock""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Reckless""","""Powers up moves that have recoil damage.""",NULL,NULL,50,50,50,"""Red""",105,130,120,45,45,40,485,0,2,0,0,0,0,2,60,"""Slow""",1250000,"""Monster""","""Field""",20,145,"""Level 42"""
147,113,"""Chansey""","""Egg Pokémon""",NULL,NULL,NULL,1.1,34.6,"""Normal""",NULL,"""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Healer""","""Sometimes heals an ally's status condition.""",NULL,NULL,0,100,140,"""Red""",250,5,5,35,105,50,450,2,0,0,0,0,0,2,30,"""Fast""",800000,"""Fairy""",NULL,40,638,"""Holding An Oval Stone During The Day"""
148,114,"""Tangela""","""Vine Pokémon""",NULL,NULL,NULL,1.0,35.0,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",NULL,NULL,50,50,50,"""Red""",65,55,115,100,40,60,435,0,0,1,0,0,0,1,45,"""Medium Fast""",1000000,"""Grass""",NULL,20,NULL,NULL
211,115,"""Kangaskhan""","""Parent Pokémon""",NULL,NULL,NULL,2.2,80.0,"""Normal""",NULL,"""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",NULL,NULL,0,100,50,"""Red""",105,95,80,40,80,90,490,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,"""Monster""",NULL,20,NULL,NULL
1379,115,"""Kangaskhan""","""Parent Pokémon""","""Mega""",211,NULL,2.2,100.0,"""Normal""",NULL,"""Parental Bond""","""Parent and child each attacks.""",NULL,NULL,NULL,NULL,NULL,NULL,0,100,70,"""X""",105,125,100,60,100,100,590,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,"""Monster""",NULL,20,NULL,NULL
212,116,"""Horsea""","""Dragon Pokémon""",NULL,NULL,NULL,0.4,8.0,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",NULL,NULL,50,50,50,"""Red""",30,40,70,70,25,60,295,0,0,0,1,0,0,1,225,"""Medium Fast""",1000000,"""Water 1""","""Dragon""",20,NULL,NULL
213,117,"""Seadra""","""Dragon Pokémon""",NULL,NULL,NULL,1.2,25.0,"""Water""",NULL,"""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",NULL,NULL,50,50,50,"""Red""",55,65,95,95,45,85,440,0,0,1,1,0,0,2,75,"""Medium Fast""",1000000,"""Water 1""","""Dragon""",20,212,"""Level 32"""
214,118,"""Goldeen""","""Goldfish Pokémon""",NULL,NULL,NULL,0.6,15.0,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",NULL,NULL,50,50,50,"""Red""",45,67,60,35,50,63,320,0,1,0,0,0,0,1,225,"""Medium Fast""",1000000,"""Water 2""",NULL,20,NULL,NULL
215,119,"""Seaking""","""Goldfish Pokémon""",NULL,NULL,NULL,1.3,39.0,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",NULL,NULL,50,50,50,"""Red""",80,92,65,65,80,68,450,0,2,0,0,0,0,2,60,"""Medium Fast""",1000000,"""Water 2""",NULL,20,214,"""Level 33"""
216,120,"""Staryu""","""Star Shape Pokémon""",NULL,NULL,NULL,0.8,34.5,"""Water""",NULL,"""Illuminate""","""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",NULL,NULL,0,0,50,"""Red""",30,45,55,70,55,85,340,0,0,0,0,0,1,1,225,"""Slow""",1250000,"""Water 3""",NULL,20,NULL,NULL
217,121,"""Starmie""","""Mysterious Pokémon""",NULL,NULL,NULL,1.1,80.0,"""Water""","""Psychic""","""Illuminate""","""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",NULL,NULL,0,0,50,"""Red""",60,75,85,100,85,115,520,0,0,0,0,0,2,2,60,"""Slow""",1250000,"""Water 3""",NULL,20,216,"""Water Stone"""
218,122,"""Mr. Mime""","""Barrier Pokémon""",NULL,NULL,NULL,1.3,54.5,"""Psychic""","""Fairy""","""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""","""Filter""","""Reduces the power of supereffective attacks taken.""","""Technician""","""Powers up the Pokémon's weaker moves.""",NULL,NULL,50,50,50,"""Red""",40,45,65,100,120,90,460,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,"""Human-Like""",NULL,25,637,"""Knowing Mimic"""
1377,122,"""Mr. Mime""","""Dancing Pokémon""","""Galar""",218,NULL,1.4,56.0,"""Ice""","""Psychic""","""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Screen Cleaner""","""When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.""","""Ice Body""","""The Pokémon gradually regains HP in a snowstorm.""",NULL,NULL,50,50,50,"""Sword""",50,65,65,90,90,100,460,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,"""Human-Like""",NULL,25,637,"""Knowing Mimic in Galar"""
219,123,"""Scyther""","""Mantis Pokémon""",NULL,NULL,NULL,1.5,56.0,"""Bug""","""Flying""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,50,50,50,"""Red""",70,110,80,55,80,105,500,0,1,0,0,0,0,1,45,"""Medium Fast""",1000000,"""Bug""",NULL,25,NULL,NULL
220,124,"""Jynx""","""Human Shape Pokémon""",NULL,NULL,NULL,1.4,40.6,"""Ice""","""Psychic""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""",NULL,NULL,0,100,50,"""Red""",65,50,35,115,95,95,455,0,0,0,2,0,0,2,45,"""Medium Fast""",1000000,"""Human-Like""",NULL,25,362,"""Level 30"""
221,125,"""Electabuzz""","""Electric Pokémon""",NULL,NULL,NULL,1.1,30.0,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",NULL,NULL,75,25,50,"""Red""",65,83,57,95,85,105,490,0,0,0,0,0,2,2,45,"""Medium Fast""",1000000,"""Human-Like""",NULL,25,363,"""Level 30"""
222,126,"""Magmar""","""Spitfire Pokémon""",NULL,NULL,NULL,1.3,44.5,"""Fire""",NULL,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",NULL,NULL,75,25,50,"""Red""",65,95,57,100,85,93,495,0,0,0,2,0,0,2,45,"""Medium Fast""",1000000,"""Human-Like""",NULL,25,364,"""Level 30"""
223,127,"""Pinsir""","""Stag Beetle Pokémon""",NULL,NULL,NULL,1.5,55.0,"""Bug""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",NULL,NULL,50,50,50,"""Red""",65,125,100,55,70,85,500,0,2,0,0,0,0,2,45,"""Slow""",1250000,"""Bug""",NULL,25,NULL,NULL
1380,127,"""Pinsir""","""Stag Beetle Pokémon""","""Mega""",223,NULL,1.7,59.0,"""Bug""","""Flying""","""Aerilate""","""Normal-type moves become Flying-type moves. The power of those moves is boosted a little.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X""",65,155,120,65,90,105,600,0,2,0,0,0,0,2,45,"""Slow""",1250000,"""Bug""",NULL,25,NULL,NULL
1671,128,"""Tauros""","""Wild Bull Pokémon""","""Paldean Combat Breed""",224,NULL,1.4,115.0,"""Fighting""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Cud Chew""","""When the Pokémon eats a Berry, it will eat it one more time at the end of the next turn.""",NULL,NULL,100,0,70,"""Scarlet""",75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,"""Slow""",1250000,"""Field""",NULL,20,NULL,NULL
1672,128,"""Tauros""","""Wild Bull Pokémon""","""Paldean Blaze Breed""",224,NULL,1.4,85.0,"""Fighting""","""Fire""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Cud Chew""","""When the Pokémon eats a Berry, it will eat it one more time at the end of the next turn.""",NULL,NULL,100,0,70,"""Scarlet""",75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,"""Slow""",1250000,"""Field""",NULL,20,NULL,NULL
1673,128,"""Tauros""","""Wild Bull Pokémon""","""Paldean Aqua Breed""",224,NULL,1.4,110.0,"""Fighting""","""Water""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Cud Chew""","""When the Pokémon eats a Berry, it will eat it one more time at the end of the next turn.""",NULL,NULL,100,0,70,"""Scarlet""",75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,"""Slow""",1250000,"""Field""",NULL,20,NULL,NULL
224,128,"""Tauros""","""Wild Bull Pokémon""",NULL,NULL,NULL,1.4,88.4,"""Normal""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,100,0,50,"""Red""",75,100,95,40,70,110,490,0,1,0,0,0,1,2,45,"""Slow""",1250000,"""Field""",NULL,20,NULL,NULL
225,129,"""Magikarp""","""Fish Pokémon""",NULL,NULL,NULL,0.9,10.0,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,"""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",NULL,NULL,50,50,50,"""Red""",20,10,55,15,20,80,200,0,0,0,0,0,1,1,255,"""Slow""",1250000,"""Water 2""","""Dragon""",5,NULL,NULL
226,130,"""Gyarados""","""Atrocious Pokémon""",NULL,NULL,NULL,6.5,235.0,"""Water""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,"""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",NULL,NULL,50,50,50,"""Red""",95,125,79,60,100,81,540,0,2,0,0,0,0,2,45,"""Slow""",1250000,"""Water 2""","""Dragon""",5,225,"""Level 20"""
1381,130,"""Gyarados""","""Atrocious Pokémon""","""Mega""",226,NULL,6.5,305.0,"""Water""","""Dark""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X""",95,155,109,70,130,81,640,0,2,0,0,0,0,2,45,"""Slow""",1250000,"""Water 2""","""Dragon""",5,NULL,NULL
1547,131,"""Lapras""","""Transport Pokémon""","""Gigantamax""",227,NULL,24.0,0.0,"""Water""","""Ice""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Hydration""","""Heals status conditions if it's raining.""",NULL,NULL,50,50,50,"""Sword""",130,85,80,85,95,60,535,2,0,0,0,0,0,2,45,"""Slow""",1250000,"""Monster""","""Water 1""",40,NULL,NULL
227,131,"""Lapras""","""Transport Pokémon""",NULL,NULL,NULL,2.5,220.0,"""Water""","""Ice""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Hydration""","""Heals status conditions if it's raining.""",NULL,NULL,50,50,50,"""Red""",130,85,80,85,95,60,535,2,0,0,0,0,0,2,45,"""Slow""",1250000,"""Monster""","""Water 1""",40,NULL,NULL
29,132,"""Ditto""","""Transform Pokémon""",NULL,NULL,NULL,0.3,4.0,"""Normal""",NULL,"""Limber""","""Its limber body protects the Pokémon from paralysis.""",NULL,NULL,"""Imposter""","""The Pokémon transforms itself into the Pokémon it's facing.""",NULL,NULL,0,0,50,"""Red""",48,48,48,48,48,48,288,1,0,0,0,0,0,1,35,"""Medium Fast""",1000000,"""Ditto""",NULL,20,NULL,NULL
228,133,"""Eevee""","""Evolution Pokémon""",NULL,NULL,NULL,0.3,6.5,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,87.5,12.5,50,"""Red""",55,55,50,45,65,55,325,0,0,0,0,1,0,1,45,"""Medium Fast""",1000000,"""Field""",NULL,35,NULL,NULL
1546,133,"""Eevee""","""Evolution Pokémon""","""Gigantamax""",228,NULL,18.0,0.0,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,87.5,12.5,50,"""Sword""",55,55,50,45,65,55,325,0,0,0,0,1,0,1,45,"""Medium Fast""",1000000,"""Field""",NULL,35,NULL,NULL
1596,133,"""Eevee""","""Evolution Pokémon""","""Starter""",228,NULL,0.3,6.5,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""",NULL,NULL,87.5,12.5,70,"""Let's Go Pikachu""",65,75,70,65,85,75,435,0,0,0,0,1,0,1,45,"""Medium Fast""",1000000,"""Field""",NULL,35,NULL,NULL
229,134,"""Vaporeon""","""Bubble Jet Pokémon""",NULL,NULL,NULL,1.0,29.0,"""Water""",NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",NULL,NULL,"""Hydration""","""Heals status conditions if it's raining.""",NULL,NULL,87.5,12.5,50,"""Red""",130,65,60,110,95,65,525,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,"""Field""",NULL,35,228,"""Water Stone"""
230,135,"""Jolteon""","""Lightning Pokémon""",NULL,NULL,NULL,0.8,24.5,"""Electric""",NULL,"""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""",NULL,NULL,"""Quick Feet""","""Boosts the Speed stat if the Pokémon has a status condition.""",NULL,NULL,87.5,12.5,50,"""Red""",65,65,60,110,95,130,525,0,0,0,0,0,2,2,45,"""Medium Fast""",1000000,"""Field""",NULL,35,228,"""Thunder Stone"""
231,136,"""Flareon""","""Flame Pokémon""",NULL,NULL,NULL,0.9,25.0,"""Fire""",NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""",NULL,NULL,87.5,12.5,50,"""Red""",65,130,60,95,110,65,525,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,"""Field""",NULL,35,228,"""Fire Stone"""
232,137,"""Porygon""","""Virtual Pokémon""",NULL,NULL,NULL,0.8,36.5,"""Normal""",NULL,"""Trace""","""When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.""","""Download""","""Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",NULL,NULL,0,0,50,"""Red""",65,60,70,85,75,40,395,0,0,0,1,0,0,1,45,"""Medium Fast""",1000000,"""Mineral""",NULL,20,NULL,NULL
233,138,"""Omanyte""","""Spiral Pokémon""",NULL,NULL,NULL,0.4,7.5,"""Rock""","""Water""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,87.5,12.5,50,"""Red""",35,40,100,90,55,35,355,0,0,1,0,0,0,1,45,"""Medium Fast""",1000000,"""Water 1""","""Water 3""",30,NULL,NULL
234,139,"""Omastar""","""Spiral Pokémon""",NULL,NULL,NULL,1.0,35.0,"""Rock""","""Water""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,87.5,12.5,50,"""Red""",70,60,125,115,70,55,495,0,0,2,0,0,0,2,45,"""Medium Fast""",1000000,"""Water 1""","""Water 3""",30,233,"""Level 40"""
235,140,"""Kabuto""","""Shellfish Pokémon""",NULL,NULL,NULL,0.5,11.5,"""Rock""","""Water""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,87.5,12.5,50,"""Red""",30,80,90,55,45,55,355,0,0,1,0,0,0,1,45,"""Medium Fast""",1000000,"""Water 1""","""Water 3""",30,NULL,NULL
236,141,"""Kabutops""","""Shellfish Pokémon""",NULL,NULL,NULL,1.3,40.5,"""Rock""","""Water""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,87.5,12.5,50,"""Red""",60,115,105,65,70,80,495,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,"""Water 1""","""Water 3""",30,235,"""Level 40"""
237,142,"""Aerodactyl""","""Fossil Pokémon""",NULL,NULL,NULL,1.8,59.0,"""Rock""","""Flying""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,87.5,12.5,50,"""Red""",80,105,65,60,75,130,515,0,0,0,0,0,2,2,45,"""Slow""",1250000,"""Flying""",NULL,35,NULL,NULL
1382,142,"""Aerodactyl""","""Fossil Pokémon""","""Mega""",237,NULL,2.1,79.0,"""Rock""","""Flying""","""Tough Claws""","""Powers up moves that make direct contact.""",NULL,NULL,NULL,NULL,NULL,NULL,87.5,12.5,70,"""X""",80,135,85,70,95,150,615,0,0,0,0,0,2,2,45,"""Slow""",1250000,"""Flying""",NULL,35,NULL,NULL
1545,143,"""Snorlax""","""Sleeping Pokémon""","""Gigantamax""",238,NULL,35.0,0.0,"""Normal""",NULL,"""Immunity""","""The immune system of the Pokémon prevents it from getting poisoned.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,87.5,12.5,50,"""Sword""",160,110,65,65,110,30,540,2,0,0,0,0,0,2,25,"""Slow""",1250000,"""Monster""",NULL,40,NULL,NULL
238,143,"""Snorlax""","""Sleeping Pokémon""",NULL,NULL,NULL,2.1,460.0,"""Normal""",NULL,"""Immunity""","""The immune system of the Pokémon prevents it from getting poisoned.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,87.5,12.5,50,"""Red""",160,110,65,65,110,30,540,2,0,0,0,0,0,2,25,"""Slow""",1250000,"""Monster""",NULL,40,644,NULL
239,144,"""Articuno""","""Freeze Pokémon""",NULL,NULL,"""Sub-Legendary""",1.7,55.4,"""Ice""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,0,0,35,"""Red""",90,85,100,95,125,85,580,0,0,0,0,3,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
1385,144,"""Articuno""","""Cruel Pokémon""","""Galar""",239,"""Sub-Legendary""",1.7,50.9,"""Psychic""","""Flying""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword""",90,85,85,125,100,95,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
1386,145,"""Zapdos""","""Strong Legs Pokémon""","""Galar""",240,"""Sub-Legendary""",1.6,58.2,"""Fighting""","""Flying""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword""",90,125,90,85,90,100,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
240,145,"""Zapdos""","""Electric Pokémon""",NULL,NULL,"""Sub-Legendary""",1.6,52.6,"""Electric""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,0,0,35,"""Red""",90,90,85,125,90,100,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
241,146,"""Moltres""","""Flame Pokémon""",NULL,NULL,"""Sub-Legendary""",2.0,60.0,"""Fire""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,0,0,35,"""Red""",90,100,90,125,85,90,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
1387,146,"""Moltres""","""Malevolent Pokémon""","""Galar""",241,"""Sub-Legendary""",2.0,66.0,"""Dark""","""Flying""","""Berserk""","""Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword""",90,85,90,100,125,90,580,0,0,0,0,3,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,80,NULL,NULL
